part_id,source_file,true_status,is_in_tol_by_limits,feature_type,nominal,tolerance,lower_limit,upper_limit,measured,deviation,relative_error,edge_weight,text
00007038_91f40a29550d4dd7bbae2743_step_023,file_out_tol,IN_TOLERANCE,True,plane,1674.72,20.63,1633.46,1674.72,1671.553793046649,3.166206953351093,0.15347585069681252,0.99,1674.720/-41.26 1674.720/-41.26
00006328_1bc975a95ff44a4db6145d61_step_000,file_in_tol,IN_TOLERANCE,True,plane,16.0,0.205,15.59,16.0,16.0,0.0,0.0,0.985,16.000/-0.41 16.000/-0.41
00006328_1bc975a95ff44a4db6145d61_step_000,file_in_tol,IN_TOLERANCE,True,plane,25.0,0.31,24.38,25.0,24.94836590479807,0.05163409520192985,0.16656106013183783,0.978,25.000/-0.62 25.000/-0.62
00006328_1bc975a95ff44a4db6145d61_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,16.0,0.205,15.59,16.0,5.425669257258582,10.574330742741418,51.58184956532612,0.76,16.000/-0.41 16.000/-0.41
00006328_1bc975a95ff44a4db6145d61_step_000,file_out_tol,IN_TOLERANCE,True,plane,25.0,0.31,24.38,25.0,25.0,0.0,0.0,0.978,25.000/-0.62 25.000/-0.62
00009902_086229ea796640d29acd68ff_step_037,file_in_tol,IN_TOLERANCE,True,plane,53.6,0.695,52.21,53.6,53.6,0.0,0.0,0.994,53.600/-1.39 53.600/-1.39
00009902_086229ea796640d29acd68ff_step_037,file_in_tol,OUT_OF_TOLERANCE,False,plane,37.0,0.455,36.09,37.0,29.10462829314947,7.895371706850529,17.35242715257885,0.629,37.000/-0.91 37.000/-0.91
00009902_086229ea796640d29acd68ff_step_037,file_out_tol,IN_TOLERANCE,True,plane,53.6,0.695,52.21,53.6,53.6,0.0,0.0,0.994,53.600/-1.39 53.600/-1.39
00009902_086229ea796640d29acd68ff_step_037,file_out_tol,OUT_OF_TOLERANCE,False,plane,37.0,0.455,36.09,37.0,29.11343534047787,7.886564659522129,17.333071047145236,0.629,37.000/-0.91 37.000/-0.91
00005420_6477e8ad02554200884775b4_step_007,file_in_tol,IN_TOLERANCE,True,plane,6500.0,80.08,6339.84,6500.0,6453.371532940286,46.62846705971424,0.5822735574105979,0.989,6500.000/-160.16 6500.000/-160.16
00005420_6477e8ad02554200884775b4_step_007,file_out_tol,IN_TOLERANCE,True,plane,6500.0,80.08,6339.84,6500.0,6453.025402438499,46.97459756150056,0.5865958663199887,0.989,6500.000/-160.16 6500.000/-160.16
00000250_641f03cbe6a145508c6ae055_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,53.98,0.665,52.65,53.98,52.561806107336444,1.4181938926635524,2.132619188036638,0.768,53.980/-1.33 53.980/-1.33
00000250_641f03cbe6a145508c6ae055_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,53.98,0.665,52.65,53.98,52.556695183358244,1.4233048166417532,2.1403047764465812,0.768,53.980/-1.33 53.980/-1.33
00002963_1212f04812bc4821bfd87412_step_007,file_in_tol,IN_TOLERANCE,True,plane,127.0,1.645,123.71,127.0,126.49797412801564,0.5020258719843582,0.3051827153809379,0.995,127.000/-3.29 127.000/-3.29
00002963_1212f04812bc4821bfd87412_step_007,file_in_tol,IN_TOLERANCE,True,plane,78.67,0.97,76.73,78.67,78.5151778638471,0.15482213615290163,0.15961028509548097,0.994,78.670/-1.94 78.670/-1.94
00002963_1212f04812bc4821bfd87412_step_007,file_out_tol,IN_TOLERANCE,True,plane,127.0,1.645,123.71,127.0,126.2926117203631,0.707388279636902,0.4300230088838256,0.995,127.000/-3.29 127.000/-3.29
00002963_1212f04812bc4821bfd87412_step_007,file_out_tol,IN_TOLERANCE,True,plane,78.67,0.97,76.73,78.67,78.5602133329698,0.10978666703020679,0.11318201427648712,0.994,78.670/-1.94 78.670/-1.94
00003295_4c6dd8316dae41b58f49afa2_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,127.0,1.645,123.71,127.0,115.32603806492895,11.673961935071048,7.096629081119738,0.72,127.000/-3.29 127.000/-3.29
00003295_4c6dd8316dae41b58f49afa2_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,93.98,1.16,91.66000000000001,93.98,84.71689340033528,9.263106599664724,7.98542983985766,0.713,93.980/-2.32 93.980/-2.32
00003295_4c6dd8316dae41b58f49afa2_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,127.0,1.645,123.71,127.0,115.32428061907173,11.675719380928271,7.09769743661449,0.72,127.000/-3.29 127.000/-3.29
00003295_4c6dd8316dae41b58f49afa2_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,93.98,1.16,91.66000000000001,93.98,84.71064339244398,9.26935660755602,7.990817773050214,0.713,93.980/-2.32 93.980/-2.32
00006648_e7fe3acecd91431ca74926e0_step_000,file_in_tol,IN_TOLERANCE,True,plane,200.0,2.465,195.07,200.0,199.37499991958734,0.6250000804126614,0.2535496255022458,0.982,200.000/-4.93 200.000/-4.93
00006648_e7fe3acecd91431ca74926e0_step_000,file_out_tol,IN_TOLERANCE,True,plane,200.0,2.465,195.07,200.0,199.25760368744895,0.7423963125510511,0.30117485248527326,0.982,200.000/-4.93 200.000/-4.93
00009562_1326d87e68fd4341bea10f51_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,2.52,0.03,2.46,2.52,2.6177818850258223,0.0977818850258223,3.259287524609923,0.742,2.520/-0.06 2.520/-0.06
00009562_1326d87e68fd4341bea10f51_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,2.52,0.03,2.46,2.52,2.4153755242123607,0.10462447578763934,3.4873662807119543,0.74,2.520/-0.06 2.520/-0.06
00005764_71fb0cdcee484363a4c310c1_step_000,file_in_tol,IN_TOLERANCE,True,plane,300.0,3.89,292.22,300.0,300.0,0.0,0.0,0.974,300.000/-7.78 300.000/-7.78
00005764_71fb0cdcee484363a4c310c1_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,300.0,3.89,292.22,300.0,291.442,8.557999999999993,2.1999994344474443,0.749,300.000/-7.78 300.000/-7.78
00005764_71fb0cdcee484363a4c310c1_step_000,file_out_tol,IN_TOLERANCE,True,plane,300.0,3.89,292.22,300.0,300.0,0.0,0.0,0.974,300.000/-7.78 300.000/-7.78
00005764_71fb0cdcee484363a4c310c1_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,300.0,3.89,292.22,300.0,291.442,8.557999999999993,2.1999994344474443,0.749,300.000/-7.78 300.000/-7.78
00004074_99288b53db2442e39f5956e4_step_007,file_in_tol,IN_TOLERANCE,True,plane,11.1,0.145,10.81,11.1,11.1,0.0,0.0,0.998,11.100/-0.29 11.100/-0.29
00004074_99288b53db2442e39f5956e4_step_007,file_out_tol,IN_TOLERANCE,True,plane,11.1,0.145,10.81,11.1,11.1,0.0,0.0,0.998,11.100/-0.29 11.100/-0.29
00000393_1cf2ece014e94ba798a7c8fa_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,6851.7,88.835,6674.03,6851.7,6656.263,195.4369999999999,2.1999999752349857,0.765,6851.700/-177.67 6851.700/-177.67
00000393_1cf2ece014e94ba798a7c8fa_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,5143.5,63.37,5016.76,5143.5,4956.335140778574,187.164859221426,2.953524637334723,0.756,5143.500/-126.74 5143.500/-126.74
00000393_1cf2ece014e94ba798a7c8fa_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,6851.7,88.835,6674.03,6851.7,6656.263,195.4369999999999,2.1999999752349857,0.765,6851.700/-177.67 6851.700/-177.67
00000393_1cf2ece014e94ba798a7c8fa_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,5143.5,63.37,5016.76,5143.5,4956.391312664869,187.10868733513144,2.9526382260137796,0.756,5143.500/-126.74 5143.500/-126.74
00003924_5afb92f61c0b4f86bcbcfa01_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,21.0,0.27,20.46,21.0,20.36,0.6400000000000006,2.370361591253368,0.772,21.000/-0.54 21.000/-0.54
00003924_5afb92f61c0b4f86bcbcfa01_step_001,file_in_tol,IN_TOLERANCE,True,plane,37.0,0.455,36.09,37.0,36.854400526644646,0.14559947335535384,0.31999813924662546,0.998,37.000/-0.91 37.000/-0.91
00003924_5afb92f61c0b4f86bcbcfa01_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,21.0,0.27,20.46,21.0,20.36,0.6400000000000006,2.370361591253368,0.772,21.000/-0.54 21.000/-0.54
00003924_5afb92f61c0b4f86bcbcfa01_step_001,file_out_tol,IN_TOLERANCE,True,plane,37.0,0.455,36.09,37.0,37.0,0.0,0.0,0.998,37.000/-0.91 37.000/-0.91
00001470_a45f6c99e2154f3b94955175_step_054,file_in_tol,IN_TOLERANCE,True,plane,40.83,0.53,39.769999999999996,40.83,40.83,0.0,0.0,0.997,40.830/-1.06 40.830/-1.06
00001470_a45f6c99e2154f3b94955175_step_054,file_in_tol,IN_TOLERANCE,True,plane,20.0,0.245,19.51,20.0,20.0,0.0,0.0,0.997,20.000/-0.49 20.000/-0.49
00001470_a45f6c99e2154f3b94955175_step_054,file_out_tol,IN_TOLERANCE,True,plane,40.83,0.53,39.769999999999996,40.83,40.83,0.0,0.0,0.997,40.830/-1.06 40.830/-1.06
00001470_a45f6c99e2154f3b94955175_step_054,file_out_tol,IN_TOLERANCE,True,plane,20.0,0.245,19.51,20.0,20.0,0.0,0.0,0.997,20.000/-0.49 20.000/-0.49
00005843_674ebadca6a64d00ae758445_step_028,file_in_tol,IN_TOLERANCE,True,plane,100.0,1.295,97.41,100.0,100.0,0.0,0.0,0.986,100.000/-2.59 100.000/-2.59
00005843_674ebadca6a64d00ae758445_step_028,file_in_tol,OUT_OF_TOLERANCE,False,plane,96.5,1.19,94.12,96.5,42.06805847389895,54.43194152610105,45.7410888949682,0.756,96.500/-2.38 96.500/-2.38
00005843_674ebadca6a64d00ae758445_step_028,file_out_tol,IN_TOLERANCE,True,plane,100.0,1.295,97.41,100.0,100.0,0.0,0.0,0.986,100.000/-2.59 100.000/-2.59
00005843_674ebadca6a64d00ae758445_step_028,file_out_tol,OUT_OF_TOLERANCE,False,plane,96.5,1.19,94.12,96.5,42.05623016035568,54.44376983964432,45.75102864589553,0.753,96.500/-2.38 96.500/-2.38
00001727_2e4d39f311304cfcab975e6a_step_000,file_in_tol,IN_TOLERANCE,True,plane,25.0,0.325,24.35,25.0,24.71234291650342,0.2876570834965797,0.8850959950787219,0.987,25.000/-0.65 25.000/-0.65
00001727_2e4d39f311304cfcab975e6a_step_000,file_out_tol,IN_TOLERANCE,True,plane,25.0,0.325,24.35,25.0,24.9393552270961,0.060644772903899025,0.18659872709283673,0.987,25.000/-0.65 25.000/-0.65
00008451_9ff39af189184d1a8f3efa1c_step_006,file_in_tol,IN_TOLERANCE,True,plane,214.0,2.775,208.45,214.0,213.3752604791138,0.6247395208862088,0.22513127774952468,0.994,214.000/-5.55 214.000/-5.55
00008451_9ff39af189184d1a8f3efa1c_step_006,file_in_tol,IN_TOLERANCE,True,plane,113.0,1.39,110.22,113.0,112.70994810741006,0.29005189258994335,0.2086702762011994,0.993,113.000/-2.78 113.000/-2.78
00008451_9ff39af189184d1a8f3efa1c_step_006,file_out_tol,IN_TOLERANCE,True,plane,214.0,2.775,208.45,214.0,213.09665669493455,0.903343305065448,0.32552900163475545,0.994,214.000/-5.55 214.000/-5.55
00008451_9ff39af189184d1a8f3efa1c_step_006,file_out_tol,IN_TOLERANCE,True,plane,113.0,1.39,110.22,113.0,112.81328224726103,0.1867177527389714,0.13432922187751767,0.993,113.000/-2.78 113.000/-2.78
00007026_91f40a29550d4dd7bbae2743_step_011,file_in_tol,OUT_OF_TOLERANCE,False,plane,4.98,0.065,4.8500000000000005,4.98,2.6383913713361165,2.341608628663884,36.0241939149226,0.721,4.980/-0.13 4.980/-0.13
00007026_91f40a29550d4dd7bbae2743_step_011,file_in_tol,OUT_OF_TOLERANCE,False,plane,5.75,0.07,5.61,5.75,2.680275639758465,3.069724360241535,43.85257868089791,0.742,5.750/-0.14 5.750/-0.14
00007026_91f40a29550d4dd7bbae2743_step_011,file_out_tol,OUT_OF_TOLERANCE,False,plane,4.98,0.065,4.8500000000000005,4.98,2.66151138391419,2.3184886160858102,35.66850688582961,0.63,4.980/-0.13 4.980/-0.13
00007026_91f40a29550d4dd7bbae2743_step_011,file_out_tol,OUT_OF_TOLERANCE,False,plane,5.75,0.07,5.61,5.75,2.685490048074119,3.064509951925881,43.778088197681186,0.731,5.750/-0.14 5.750/-0.14
00003718_520c6f00ee344b0d8299d6d0_step_000,file_in_tol,IN_TOLERANCE,True,plane,140.0,1.815,136.37,140.0,139.34344902222287,0.6565509777771297,0.36173587660675105,0.996,140.000/-3.63 140.000/-3.63
00003718_520c6f00ee344b0d8299d6d0_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,67.34,0.83,65.68,67.34,69.5609805016817,2.2209805016816944,2.675876898559995,0.76,67.340/-1.66 67.340/-1.66
00003718_520c6f00ee344b0d8299d6d0_step_000,file_out_tol,IN_TOLERANCE,True,plane,140.0,1.815,136.37,140.0,139.5614876452314,0.43851235476859074,0.24160447006287641,0.996,140.000/-3.63 140.000/-3.63
00003718_520c6f00ee344b0d8299d6d0_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,67.34,0.83,65.68,67.34,69.68806037690173,2.348060376901728,2.8289849974900365,0.758,67.340/-1.66 67.340/-1.66
00002568_6e15ac4401714cdfb8f88cff_step_000,file_in_tol,IN_TOLERANCE,True,plane,28.0,0.365,27.27,28.0,28.0,0.0,0.0,0.996,28.000/-0.73 28.000/-0.73
00002568_6e15ac4401714cdfb8f88cff_step_000,file_in_tol,IN_TOLERANCE,True,plane,127.0,1.565,123.87,127.0,125.9447779870975,1.0552220129025045,0.6742628361914814,0.998,127.000/-3.13 127.000/-3.13
00002568_6e15ac4401714cdfb8f88cff_step_000,file_out_tol,IN_TOLERANCE,True,plane,28.0,0.365,27.27,28.0,28.0,0.0,0.0,0.996,28.000/-0.73 28.000/-0.73
00002568_6e15ac4401714cdfb8f88cff_step_000,file_out_tol,IN_TOLERANCE,True,plane,127.0,1.565,123.87,127.0,126.13334403266579,0.8666559673342107,0.5537734271953889,0.998,127.000/-3.13 127.000/-3.13
00001938_d686c9d7503a42478530b382_step_007,file_in_tol,OUT_OF_TOLERANCE,False,plane,32.5,0.42,31.66,32.5,28.2660447486114,4.2339552513886005,10.080821834682776,0.687,32.500/-0.84 32.500/-0.84
00001938_d686c9d7503a42478530b382_step_007,file_out_tol,OUT_OF_TOLERANCE,False,plane,32.5,0.42,31.66,32.5,28.349320886128886,4.150679113871114,9.882545788869821,0.689,32.500/-0.84 32.500/-0.84
00000767_9cab8335065e4d439bbff471_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,6.35,0.08,6.1899999999999995,6.35,4.925537858597565,1.4244621414024348,17.805554198102957,0.745,6.350/-0.16 6.350/-0.16
00000767_9cab8335065e4d439bbff471_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,6.35,0.08,6.1899999999999995,6.35,4.933841570608328,1.4161584293916718,17.701759095407205,0.689,6.350/-0.16 6.350/-0.16
00009366_3cb074fee0754e5aa10d3b7c_step_003,file_in_tol,IN_TOLERANCE,True,plane,1397.0,17.21,1362.58,1397.0,1393.1707882214928,3.829211778507215,0.2224992188267284,0.995,1397.000/-34.42 1397.000/-34.42
00009366_3cb074fee0754e5aa10d3b7c_step_003,file_out_tol,IN_TOLERANCE,True,plane,1397.0,17.21,1362.58,1397.0,1393.2075479184211,3.7924520815788583,0.22036326910026663,0.995,1397.000/-34.42 1397.000/-34.42
00001718_afa99fc14f924a308cd1e312_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,25.4,0.33,24.74,25.4,21.48209369342685,3.9179063065731476,11.872407376259913,0.66,25.400/-0.66 25.400/-0.66
00001718_afa99fc14f924a308cd1e312_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,25.4,0.33,24.74,25.4,21.50191428763254,3.8980857123674575,11.812345151582745,0.661,25.400/-0.66 25.400/-0.66
00002549_5b24d6c5b81f4669a0e9c270_step_002,file_in_tol,OUT_OF_TOLERANCE,False,plane,34.5,0.445,33.61,34.5,27.238222903370783,7.261777096629217,16.318563546214992,0.631,34.500/-0.89 34.500/-0.89
00002549_5b24d6c5b81f4669a0e9c270_step_002,file_out_tol,OUT_OF_TOLERANCE,False,plane,34.5,0.445,33.61,34.5,27.245105089984524,7.2548949100154765,16.303097993072996,0.632,34.500/-0.89 34.500/-0.89
00000491_a7d0c851b5f24a97a7cac950_step_008,file_in_tol,IN_TOLERANCE,True,plane,15.0,0.185,14.63,15.0,15.0,0.0,0.0,0.978,15.000/-0.37 15.000/-0.37
00000491_a7d0c851b5f24a97a7cac950_step_008,file_out_tol,OUT_OF_TOLERANCE,False,plane,15.0,0.185,14.63,15.0,15.186,0.18599999999999994,1.0053999708109682,0.753,15.000/-0.37 15.000/-0.37
00005732_6ffb6a03af854674aa4f4e62_step_000,file_in_tol,IN_TOLERANCE,True,plane,1219.2,15.805,1187.5900000000001,1219.2,1213.9810366269417,5.218963373058386,0.3302096199208331,0.991,1219.200/-31.61 1219.200/-31.61
00005732_6ffb6a03af854674aa4f4e62_step_000,file_in_tol,IN_TOLERANCE,True,plane,632.21,7.79,616.63,632.21,626.2970124405199,5.912987559480143,0.7590483697601763,0.978,632.210/-15.58 632.210/-15.58
00005732_6ffb6a03af854674aa4f4e62_step_000,file_out_tol,IN_TOLERANCE,True,plane,1219.2,15.805,1187.5900000000001,1219.2,1214.4103950560461,4.789604943953918,0.30304363435054,0.991,1219.200/-31.61 1219.200/-31.61
00005732_6ffb6a03af854674aa4f4e62_step_000,file_out_tol,IN_TOLERANCE,True,plane,632.21,7.79,616.63,632.21,626.3439985278142,5.8660014721858715,0.7530167803811414,0.978,632.210/-15.58 632.210/-15.58
00006853_e6685b5ae3db417b9053a310_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,2920.0,37.86,2844.28,2920.0,2646.8702065862753,273.12979341372466,7.2142046011495005,0.708,2920.000/-75.72 2920.000/-75.72
00006853_e6685b5ae3db417b9053a310_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,1149.4,14.16,1121.0800000000002,1149.4,93.42429337922634,1055.9757066207737,74.57455028575025,0.621,1149.400/-28.32 1149.400/-28.32
00006853_e6685b5ae3db417b9053a310_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,2920.0,37.86,2844.28,2920.0,2646.615900669945,273.38409933005505,7.220921608799088,0.708,2920.000/-75.72 2920.000/-75.72
00006853_e6685b5ae3db417b9053a310_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,1149.4,14.16,1121.0800000000002,1149.4,93.418008389607,1055.9819916103932,74.57499414091801,0.621,1149.400/-28.32 1149.400/-28.32
00004931_08dcca29be854f028bf230ba_step_002,file_in_tol,IN_TOLERANCE,True,plane,21.25,0.275,20.7,21.25,21.25,0.0,0.0,0.993,21.250/-0.55 21.250/-0.55
00004931_08dcca29be854f028bf230ba_step_002,file_in_tol,IN_TOLERANCE,True,plane,21.25,0.275,20.7,21.25,21.25,0.0,0.0,0.993,21.250/-0.55 21.250/-0.55
00004931_08dcca29be854f028bf230ba_step_002,file_out_tol,OUT_OF_TOLERANCE,False,plane,21.25,0.275,20.7,21.25,8.84275257355363,12.40724742644637,45.1170993067166,0.768,21.250/-0.55 21.250/-0.55
00004931_08dcca29be854f028bf230ba_step_002,file_out_tol,OUT_OF_TOLERANCE,False,plane,21.25,0.275,20.7,21.25,8.879440141169809,12.370559858830191,44.98369045505358,0.768,21.250/-0.55 21.250/-0.55
00000479_0fc8cc17c6af48dabe36c8f2_step_004,file_in_tol,OUT_OF_TOLERANCE,False,plane,166.25,2.155,161.94,166.25,148.4009094670945,17.849090532905507,8.282636775066697,0.688,166.250/-4.31 166.250/-4.31
00000479_0fc8cc17c6af48dabe36c8f2_step_004,file_in_tol,OUT_OF_TOLERANCE,False,plane,166.25,2.155,161.94,166.25,148.36997463256847,17.88002536743153,8.296991680018492,0.688,166.250/-4.31 166.250/-4.31
00000479_0fc8cc17c6af48dabe36c8f2_step_004,file_out_tol,OUT_OF_TOLERANCE,False,plane,166.25,2.155,161.94,166.25,148.6197144882251,17.6302855117749,8.181103169685258,0.689,166.250/-4.31 166.250/-4.31
00000479_0fc8cc17c6af48dabe36c8f2_step_004,file_out_tol,OUT_OF_TOLERANCE,False,plane,166.25,2.155,161.94,166.25,148.58389987473006,17.666100125269935,8.197722472179798,0.689,166.250/-4.31 166.250/-4.31
00003992_30214440d29b401c8b860c42_step_027,file_in_tol,IN_TOLERANCE,True,plane,2508.0,32.515,2442.97,2508.0,2500.1026934255206,7.897306574479444,0.24288194161456259,0.986,2508.000/-65.03 2508.000/-65.03
00003992_30214440d29b401c8b860c42_step_027,file_in_tol,OUT_OF_TOLERANCE,False,plane,160.0,1.97,156.06,160.0,141.835124658106,18.164875341894003,9.220744223933899,0.696,160.000/-3.94 160.000/-3.94
00003992_30214440d29b401c8b860c42_step_027,file_out_tol,IN_TOLERANCE,True,plane,2508.0,32.515,2442.97,2508.0,2500.1328405988725,7.867159401127537,0.24195476423720663,0.986,2508.000/-65.03 2508.000/-65.03
00003992_30214440d29b401c8b860c42_step_027,file_out_tol,OUT_OF_TOLERANCE,False,plane,160.0,1.97,156.06,160.0,142.09980384891333,17.900196151086675,9.086389372942794,0.697,160.000/-3.94 160.000/-3.94
00001038_be3ed2c9696e4e6a91b34f79_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,177.8,2.305,173.19,177.8,139.2662961278236,38.5337038721764,16.717434774291377,0.622,177.800/-4.61 177.800/-4.61
00001038_be3ed2c9696e4e6a91b34f79_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,79.55,0.98,77.59,79.55,76.30959270825234,3.2404072917476583,3.3065346787887546,0.754,79.550/-1.96 79.550/-1.96
00001038_be3ed2c9696e4e6a91b34f79_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,177.8,2.305,173.19,177.8,139.65440665081485,38.14559334918516,16.549057180098906,0.624,177.800/-4.61 177.800/-4.61
00001038_be3ed2c9696e4e6a91b34f79_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,79.55,0.98,77.59,79.55,76.15829176777132,3.3917082322286802,3.4609232360259634,0.753,79.550/-1.96 79.550/-1.96
00009798_20f0299f7cf544129e639678_step_004,file_in_tol,IN_TOLERANCE,True,plane,201.92,2.62,196.67999999999998,201.92,201.92,0.0,0.0,0.996,201.920/-5.24 201.920/-5.24
00009798_20f0299f7cf544129e639678_step_004,file_in_tol,IN_TOLERANCE,True,plane,67.31,0.83,65.65,67.31,67.31,0.0,0.0,0.993,67.310/-1.66 67.310/-1.66
00009798_20f0299f7cf544129e639678_step_004,file_out_tol,IN_TOLERANCE,True,plane,201.92,2.62,196.67999999999998,201.92,201.92,0.0,0.0,0.996,201.920/-5.24 201.920/-5.24
00009798_20f0299f7cf544129e639678_step_004,file_out_tol,IN_TOLERANCE,True,plane,67.31,0.83,65.65,67.31,67.31,0.0,0.0,0.993,67.310/-1.66 67.310/-1.66
00008879_b1d807469fbe459aaf3da104_step_001,file_in_tol,IN_TOLERANCE,True,plane,304.8,3.95,296.90000000000003,304.8,303.9660196210131,0.8339803789868938,0.21113421970953772,0.978,304.800/-7.90 304.800/-7.90
00008879_b1d807469fbe459aaf3da104_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,304.8,3.95,296.90000000000003,304.8,296.11,8.689999999999998,2.199999443038115,0.753,304.800/-7.90 304.800/-7.90
00008879_b1d807469fbe459aaf3da104_step_001,file_out_tol,IN_TOLERANCE,True,plane,304.8,3.95,296.90000000000003,304.8,303.60689995960047,1.1931000403995426,0.3020505666706268,0.978,304.800/-7.90 304.800/-7.90
00008879_b1d807469fbe459aaf3da104_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,304.8,3.95,296.90000000000003,304.8,296.11,8.689999999999998,2.199999443038115,0.753,304.800/-7.90 304.800/-7.90
00003584_1a16aca7df5e4cb2a54f8c18_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,230.94,2.995,224.95,230.94,55.674420613884976,175.265579386115,58.519372576541706,0.722,230.940/-5.99 230.940/-5.99
00003584_1a16aca7df5e4cb2a54f8c18_step_000,file_in_tol,IN_TOLERANCE,True,plane,159.95,1.97,156.01,159.95,159.95,0.0,0.0,0.99,159.950/-3.94 159.950/-3.94
00003584_1a16aca7df5e4cb2a54f8c18_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,230.94,2.995,224.95,230.94,55.678104927898566,175.26189507210142,58.51814242202303,0.723,230.940/-5.99 230.940/-5.99
00003584_1a16aca7df5e4cb2a54f8c18_step_000,file_out_tol,IN_TOLERANCE,True,plane,159.95,1.97,156.01,159.95,159.95,0.0,0.0,0.99,159.950/-3.94 159.950/-3.94
00008370_bf70ed7f8501492ab511f263_step_002,file_in_tol,OUT_OF_TOLERANCE,False,plane,8.0,0.105,7.79,8.0,6.765,1.2350000000000003,11.761792744831006,0.665,8.000/-0.21 8.000/-0.21
00008370_bf70ed7f8501492ab511f263_step_002,file_in_tol,OUT_OF_TOLERANCE,False,plane,8.0,0.105,7.79,8.0,6.920075530613023,1.0799244693869774,10.284896995142688,0.676,8.000/-0.21 8.000/-0.21
00008370_bf70ed7f8501492ab511f263_step_002,file_out_tol,OUT_OF_TOLERANCE,False,plane,8.0,0.105,7.79,8.0,6.911735133141675,1.0882648668583252,10.364328595521236,0.675,8.000/-0.21 8.000/-0.21
00008370_bf70ed7f8501492ab511f263_step_002,file_out_tol,OUT_OF_TOLERANCE,False,plane,8.0,0.105,7.79,8.0,7.151,0.8490000000000002,8.085637279644958,0.701,8.000/-0.21 8.000/-0.21
00006662_4248fcdd05404dc9a9afa45f_step_003,file_in_tol,IN_TOLERANCE,True,plane,7.87,0.1,7.67,7.87,7.87,0.0,0.0,0.986,7.870/-0.20 7.870/-0.20
00006662_4248fcdd05404dc9a9afa45f_step_003,file_in_tol,IN_TOLERANCE,True,plane,7.87,0.1,7.67,7.87,7.87,0.0,0.0,0.99,7.870/-0.20 7.870/-0.20
00006662_4248fcdd05404dc9a9afa45f_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,7.87,0.1,7.67,7.87,7.975,0.10499999999999954,1.0499895001049944,0.761,7.870/-0.20 7.870/-0.20
00006662_4248fcdd05404dc9a9afa45f_step_003,file_out_tol,IN_TOLERANCE,True,plane,7.87,0.1,7.67,7.87,7.87,0.0,0.0,0.99,7.870/-0.20 7.870/-0.20
00004757_29ce3eb9259f4becb9a5e526_step_003,file_in_tol,IN_TOLERANCE,True,plane,1352.55,17.535,1317.48,1352.55,1349.1971248544007,3.352875145599228,0.19121043366916418,0.991,1352.550/-35.07 1352.550/-35.07
00004757_29ce3eb9259f4becb9a5e526_step_003,file_in_tol,IN_TOLERANCE,True,plane,1057.28,13.025,1031.23,1057.28,1054.0231443824364,3.2568556175635877,0.25004647735256125,0.991,1057.280/-26.05 1057.280/-26.05
00004757_29ce3eb9259f4becb9a5e526_step_003,file_out_tol,IN_TOLERANCE,True,plane,1352.55,17.535,1317.48,1352.55,1349.2101660367964,3.339833963203546,0.19046671073492072,0.991,1352.550/-35.07 1352.550/-35.07
00004757_29ce3eb9259f4becb9a5e526_step_003,file_out_tol,IN_TOLERANCE,True,plane,1057.28,13.025,1031.23,1057.28,1053.6262210728107,3.6537789271892507,0.28052043352543704,0.991,1057.280/-26.05 1057.280/-26.05
